mutant_id,operator,file,line,killed,failing_tests
SUT1-M0001,cmp,httpbin/core.py,553,1,test_httpbin.py::HttpbinTestCase::test_redirect_absolute_param_n_higher_than_1;test_httpbin.py::HttpbinTestCase::test_redirect_n_equals_to_1;test_httpbin.py::HttpbinTestCase::test_redirect_n_higher_than_1
SUT1-M0002,cmp,httpbin/core.py,555,1,test_httpbin.py::HttpbinTestCase::test_redirect_absolute_param_n_higher_than_1;test_httpbin.py::HttpbinTestCase::test_redirect_n_equals_to_1;test_httpbin.py::HttpbinTestCase::test_redirect_n_higher_than_1
SUT1-M0003,cmp,httpbin/core.py,557,1,test_httpbin.py::HttpbinTestCase::test_redirect_absolute_param_n_higher_than_1;test_httpbin.py::HttpbinTestCase::test_redirect_n_equals_to_1;test_httpbin.py::HttpbinTestCase::test_redirect_n_higher_than_1
SUT1-M0004,cmp,httpbin/core.py,640,1,test_httpbin.py::HttpbinTestCase::test_redirect_to_post
SUT1-M0005,cmp,httpbin/core.py,640,1,test_httpbin.py::HttpbinTestCase::test_redirect_to_post
SUT1-M0006,bool,httpbin/core.py,839,0,
SUT1-M0007,bool,httpbin/core.py,640,0,
SUT1-M0008,const,httpbin/core.py,637,0,
SUT1-M0009,const,httpbin/core.py,637,0,
SUT1-M0010,const,httpbin/core.py,553,1,test_httpbin.py::HttpbinTestCase::test_redirect_n_equals_to_1
SUT1-M0011,const,httpbin/core.py,553,0,
SUT1-M0012,const,httpbin/core.py,557,1,test_httpbin.py::HttpbinTestCase::test_redirect_n_equals_to_1
SUT1-M0013,const,httpbin/core.py,557,1,test_httpbin.py::HttpbinTestCase::test_redirect_n_equals_to_1
SUT1-M0014,const,httpbin/core.py,766,0,
SUT1-M0015,const,httpbin/core.py,766,0,
SUT1-M0016,const,httpbin/core.py,967,0,
SUT1-M0017,const,httpbin/core.py,967,0,
SUT1-M0018,const,httpbin/core.py,640,0,
SUT1-M0019,const,httpbin/core.py,640,0,
SUT1-M0020,const,httpbin/core.py,640,0,
SUT1-M0021,const,httpbin/core.py,640,0,
SUT1-M0022,const,httpbin/core.py,759,1,test_httpbin.py::HttpbinTestCase::test_status_endpoint_invalid_code
SUT1-M0023,const,httpbin/core.py,759,1,test_httpbin.py::HttpbinTestCase::test_status_endpoint_invalid_code
SUT1-M0024,const,httpbin/core.py,773,1,test_httpbin.py::HttpbinTestCase::test_status_endpoint_invalid_codes
SUT1-M0025,const,httpbin/core.py,773,1,test_httpbin.py::HttpbinTestCase::test_status_endpoint_invalid_codes
SUT1-M0026,ret-none,httpbin/core.py,345,1,test_httpbin.py::HttpbinTestCase::test_headers;test_httpbin.py::HttpbinTestCase::test_headers_show_env
SUT1-M0027,ret-none,httpbin/core.py,379,1,test_httpbin.py::HttpbinTestCase::test_etag_if_match_matches;test_httpbin.py::HttpbinTestCase::test_etag_if_match_matches_list;test_httpbin.py::HttpbinTestCase::test_etag_if_match_matches_star;test_httpbin.py::HttpbinTestCase::test_etag_if_none_match_has_no_match;test_httpbin.py::HttpbinTestCase::te
SUT1-M0028,ret-none,httpbin/core.py,427,1,test_httpbin.py::HttpbinTestCase::test_post_binary;test_httpbin.py::HttpbinTestCase::test_post_body_binary;test_httpbin.py::HttpbinTestCase::test_post_body_text;test_httpbin.py::HttpbinTestCase::test_post_body_unicode;test_httpbin.py::HttpbinTestCase::test_post_file_with_missing_content_type_header
SUT1-M0029,ret-none,httpbin/core.py,445,0,
SUT1-M0030,ret-none,httpbin/core.py,463,0,
SUT1-M0031,ret-none,httpbin/core.py,481,1,test_httpbin.py::HttpbinTestCase::test_delete_endpoint_returns_body
SUT1-M0032,ret-none,httpbin/core.py,644,1,test_httpbin.py::HttpbinTestCase::test_redirect_to_post
SUT1-M0033,ret-none,httpbin/core.py,777,0,
SUT1-M0034,ret-none,httpbin/core.py,846,0,
SUT1-M0035,ret-none,httpbin/core.py,879,0,
SUT1-M0036,ret-none,httpbin/core.py,910,0,
SUT1-M0037,ret-none,httpbin/core.py,941,0,
SUT1-M0038,ret-none,httpbin/core.py,969,0,
SUT1-M0039,ret-none,httpbin/core.py,558,1,test_httpbin.py::HttpbinTestCase::test_redirect_n_equals_to_1
SUT1-M0040,ret-none,httpbin/core.py,561,1,test_httpbin.py::HttpbinTestCase::test_redirect_absolute_param_n_higher_than_1
SUT1-M0041,ret-none,httpbin/core.py,563,1,test_httpbin.py::HttpbinTestCase::test_redirect_n_higher_than_1
SUT1-M0042,ret-none,httpbin/core.py,760,1,test_httpbin.py::HttpbinTestCase::test_methods__to_status_endpoint
SUT1-M0043,ret-none,httpbin/core.py,967,1,test_httpbin.py::HttpbinTestCase::test_set_cors_credentials_headers_after_auth_request
SUT1-M0044,ret-none,httpbin/core.py,759,1,test_httpbin.py::HttpbinTestCase::test_status_endpoint_invalid_code
SUT1-M0045,ret-none,httpbin/core.py,773,1,test_httpbin.py::HttpbinTestCase::test_status_endpoint_invalid_codes
SUT1-M0046,bool_const,httpbin/core.py,825,0,
SUT1-M0047,bool_const,httpbin/core.py,561,1,test_httpbin.py::HttpbinTestCase::test_redirect_absolute_param_n_higher_than_1
SUT1-M0048,bool_const,httpbin/core.py,563,1,test_httpbin.py::HttpbinTestCase::test_redirect_n_higher_than_1
SUT1-M0049,bool_const,httpbin/core.py,969,0,
SUT1-M0050,cmp,httpbin/helpers.py,270,1,test_httpbin.py::HttpbinTestCase::test_digest_auth
SUT1-M0051,cmp,httpbin/helpers.py,374,0,
SUT1-M0052,cmp,httpbin/helpers.py,398,1,test_httpbin.py::HttpbinTestCase::test_request_range_first_15_bytes;test_httpbin.py::HttpbinTestCase::test_request_range_open_ended_last_6_bytes;test_httpbin.py::HttpbinTestCase::test_request_range_suffix;test_httpbin.py::HttpbinTestCase::test_request_range_with_parameters
SUT1-M0053,cmp,httpbin/helpers.py,162,0,
SUT1-M0054,cmp,httpbin/helpers.py,262,0,
SUT1-M0055,cmp,httpbin/helpers.py,262,0,
SUT1-M0056,cmp,httpbin/helpers.py,272,1,test_httpbin.py::HttpbinTestCase::test_digest_auth
SUT1-M0057,cmp,httpbin/helpers.py,298,1,test_httpbin.py::HttpbinTestCase::test_digest_auth;test_httpbin.py::HttpbinTestCase::test_digest_auth_wrong_pass
SUT1-M0058,cmp,httpbin/helpers.py,300,1,test_httpbin.py::HttpbinTestCase::test_digest_auth;test_httpbin.py::HttpbinTestCase::test_digest_auth_wrong_pass
SUT1-M0059,cmp,httpbin/helpers.py,368,1,test_httpbin.py::HttpbinTestCase::test_digest_auth;test_httpbin.py::HttpbinTestCase::test_digest_auth_with_wrong_password;test_httpbin.py::HttpbinTestCase::test_digest_auth_wrong_pass
SUT1-M0060,cmp,httpbin/helpers.py,149,1,test_httpbin.py::HttpbinTestCase::test_delete_endpoint_returns_body
SUT1-M0061,cmp,httpbin/helpers.py,339,1,test_httpbin.py::HttpbinTestCase::test_digest_auth;test_httpbin.py::HttpbinTestCase::test_digest_auth_wrong_pass
SUT1-M0062,cmp,httpbin/helpers.py,339,1,test_httpbin.py::HttpbinTestCase::test_digest_auth;test_httpbin.py::HttpbinTestCase::test_digest_auth_wrong_pass
SUT1-M0063,bool,httpbin/helpers.py,132,1,test_httpbin.py::HttpbinTestCase::test_headers_show_env
SUT1-M0064,bool,httpbin/helpers.py,161,1,test_httpbin.py::HttpbinTestCase::test_x_forwarded_proto
SUT1-M0065,bool,httpbin/helpers.py,162,0,
SUT1-M0066,bool,httpbin/helpers.py,262,1,test_httpbin.py::HttpbinTestCase::test_set_cors_credentials_headers_after_auth_request
SUT1-M0067,bool,httpbin/helpers.py,298,1,test_httpbin.py::HttpbinTestCase::test_digest_auth;test_httpbin.py::HttpbinTestCase::test_digest_auth_with_wrong_password;test_httpbin.py::HttpbinTestCase::test_digest_auth_wrong_pass
SUT1-M0068,bool,httpbin/helpers.py,418,1,test_httpbin.py::HttpbinTestCase::test_request_range_open_ended_last_6_bytes;test_httpbin.py::HttpbinTestCase::test_request_range_suffix
SUT1-M0069,bool,httpbin/helpers.py,115,0,
SUT1-M0070,bool,httpbin/helpers.py,339,1,test_httpbin.py::HttpbinTestCase::test_digest_auth;test_httpbin.py::HttpbinTestCase::test_digest_auth_wrong_pass
SUT1-M0071,const,httpbin/helpers.py,454,1,test_httpbin.py::HttpbinTestCase::test_digest_auth;test_httpbin.py::HttpbinTestCase::test_digest_auth_with_wrong_authorization_type;test_httpbin.py::HttpbinTestCase::test_digest_auth_with_wrong_password;test_httpbin.py::HttpbinTestCase::test_digest_auth_wrong_pass
SUT1-M0072,const,httpbin/helpers.py,454,1,test_httpbin.py::HttpbinTestCase::test_digest_auth;test_httpbin.py::HttpbinTestCase::test_digest_auth_with_wrong_authorization_type;test_httpbin.py::HttpbinTestCase::test_digest_auth_with_wrong_password;test_httpbin.py::HttpbinTestCase::test_digest_auth_wrong_pass
SUT1-M0073,const,httpbin/helpers.py,167,1,test_httpbin.py::HttpbinTestCase::test_x_forwarded_proto
SUT1-M0074,const,httpbin/helpers.py,167,1,test_httpbin.py::HttpbinTestCase::test_x_forwarded_proto
SUT1-M0075,const,httpbin/helpers.py,213,0,
SUT1-M0076,const,httpbin/helpers.py,213,0,
SUT1-M0077,const,httpbin/helpers.py,214,0,
SUT1-M0078,const,httpbin/helpers.py,214,0,
SUT1-M0079,const,httpbin/helpers.py,215,0,
SUT1-M0080,const,httpbin/helpers.py,215,0,
SUT1-M0081,const,httpbin/helpers.py,216,0,
SUT1-M0082,const,httpbin/helpers.py,216,0,
SUT1-M0083,const,httpbin/helpers.py,217,0,
SUT1-M0084,const,httpbin/helpers.py,217,0,
SUT1-M0085,const,httpbin/helpers.py,218,0,
SUT1-M0086,const,httpbin/helpers.py,218,0,
SUT1-M0087,const,httpbin/helpers.py,219,0,
SUT1-M0088,const,httpbin/helpers.py,219,0,
SUT1-M0089,const,httpbin/helpers.py,220,0,
SUT1-M0090,const,httpbin/helpers.py,220,0,
SUT1-M0091,const,httpbin/helpers.py,226,0,
SUT1-M0092,const,httpbin/helpers.py,226,0,
SUT1-M0093,const,httpbin/helpers.py,233,0,
SUT1-M0094,const,httpbin/helpers.py,233,0,
SUT1-M0095,const,httpbin/helpers.py,234,0,
SUT1-M0096,const,httpbin/helpers.py,234,0,
SUT1-M0097,const,httpbin/helpers.py,398,1,test_httpbin.py::HttpbinTestCase::test_request_range_first_15_bytes;test_httpbin.py::HttpbinTestCase::test_request_range_open_ended_last_6_bytes;test_httpbin.py::HttpbinTestCase::test_request_range_suffix;test_httpbin.py::HttpbinTestCase::test_request_range_with_parameters
